"FOOD_CODE","CG_SUBGROUP","NUMBER"
"11720700","O","2"
"11720703","14","1"
"11720703","15","1"
"11720703","1A","1"
"11720703","20B","1"
"11720703","6","2"
"11720703","86B","1"
"11720703","O","2"
"11720803","14","1"
"11720803","20B","1"
"11720803","36","2"
"11720803","6","1"
"11720803","86B","1"
"11720803","O","1"
"11740300","14","1"
"11740300","15","2"
"11740300","20B","1"
"11740300","36","1"
"11740300","6","1"
"11740300","O","2"
"11740301","14","1"
"11740301","15","2"
"11740301","20B","1"
"11740301","36","1"
"11740301","6","1"
"11740301","O","2"
"11740302","14","1"
"11740302","15","2"
"11740302","20B","1"
"11740302","36","1"
"11740302","6","1"
"11740302","86B","1"
"11740302","O","2"
"11740303","14","1"
"11740303","15","2"
"11740303","20B","1"
"11740303","36","1"
"11740303","6","1"
"11740303","86B","1"
"11740303","O","1"
"11740310","20B","1"
"11740310","36","2"
"11740310","6","1"
"11740310","O","1"
"11740311","14","1"
"11740311","15","2"
"11740311","20B","1"
"11740311","36","1"
"11740311","6","1"
"11740311","O","1"
"11740312","14","1"
"11740312","15","2"
"11740312","20B","1"
"11740312","36","1"
"11740312","6","1"
"11740312","86B","1"
"11740312","O","1"
"11740313","14","1"
"11740313","15","1"
"11740313","20B","1"
"11740313","36","1"
"11740313","6","1"
"11740313","86B","1"
"11740313","O","1"
"11740403","14","1"
"11740403","15","2"
"11740403","20B","1"
"11740403","36","1"
"11740403","6","1"
"11740403","86B","1"
"11740403","O","1"
"11740500","14","1"
"11740500","15","1"
"11740500","36","2"
"11740500","6","1"
"11810000","36","3"
"11811000","36","3"
"11812000","36","3"
"11813000","36","3"
"11825000","36","3"
"11830100","14","1"
"11830100","15","1"
"11830100","36","3"
"11830100","O","1"
"11830110","36","3"
"11830110","6","1"
"11830110","O","1"
"11830120","20C","1"
"11830120","36","3"
"11830120","6","1"
"11830120","O","1"
"11830140","19B","1"
"11830140","1A","1"
"11830140","36","3"
"11830140","86B","1"
"11830140","O","2"
"11830150","O","1"
"11830160","15","1"
"11830160","6","1"
"11830160","O","1"
"11830170","20C","1"
"11830170","36","3"
"11830170","6","1"
"11830170","O","1"
"11830180","15","3"
"11830180","1C","1"
"11830180","1CD","1"
"11830180","36","3"
"11830180","6","1"
"11830180","O","1"
"11830200","15","2"
"11830200","36","3"
"11830210","15","5"
"11830210","1C","1"
"11830210","1CD","1"
"11830210","36","3"
"11830210","6","1"
"11830250","15","3"
"11830250","36","3"
"11830250","O","1"
"11830260","15","2"
"11830260","36","3"
"11830260","O","1"
"11830400","15","4"
"11830400","1C","1"
"11830400","1CD","1"
"11830450","15","1"
"11830450","1A","1"
"11830450","36","3"
"11830450","70","1"
"11830450","O","1"
"11830500","15","1"
"11830500","1A","1"
"11830500","36","3"
"11830500","70","1"
"11830500","O","1"
"11830550","15","2"
"11830550","36","3"
"11830550","6","1"
"11830800","15","1"
"11830800","1A","1"
"11830800","36","3"
"11830800","6","2"
"11830800","O","2"
"11830810","31","1"
"11830810","34","1"
"11830810","36","3"
"11830810","6","1"
"11830810","70","1"
"11830810","O","1"
"11830850","1A","1"
"11830850","36","3"
"11830850","6","1"
"11830850","O","1"
"11830900","1A","1"
"11830900","36","3"
"11830900","O","1"
"11830940","15","6"
"11830940","1A","1"
"11830940","1C","1"
"11830940","1CD","1"
"11830940","36","3"
"11830940","6","2"
"11830940","O","1"
"11830970","15","8"
"11830970","1A","1"
"11830970","1C","1"
"11830970","1CD","1"
"11830970","36","3"
"11830970","6","1"
"11830970","O","1"
"11830990","15","1"
"11830990","36","3"
"11831500","15","1"
"11831500","20A","1"
"11831500","20C","1"
"11831500","36","1"
"11831500","6","1"
"11832000","15","2"
"11832000","36","3"
"11832000","6","2"
"11832000","70","1"
"11832000","O","2"
"11835100","15","4"
"11835100","1C","1"
"11835100","1CD","1"
"11835100","36","3"
"11835100","O","1"
"11835200","14","1"
"11835200","15","1"
"11835200","20A","1"
"11835200","36","3"
"11836000","1A","1"
"11836000","36","3"
"11836000","O","1"
"11836100","1A","1"
"11836100","36","3"
"11836100","O","1"
"12100100","36","3"
"12110100","36","3"
"12110300","36","3"
"12120100","36","3"
"12120105","1A","1"
"12120105","36","3"
"12120105","O","1"
"12120110","1A","1"
"12120110","36","2"
"12120110","O","1"
"12130100","36","3"
"12130200","36","3"
"12140000","1A","1"
"12140000","36","3"
"12140000","O","1"
"12140100","1A","1"
"12140100","36","3"
"12140100","O","2"
"12140105","1A","1"
"12140105","36","3"
"12140105","O","2"
"12140110","1A","1"
"12140110","36","3"
"12140110","O","2"
"12200100","15","1"
"12200100","20C","1"
"12200100","36","1"
"12200100","6","1"
"12200100","O","1"
"12210100","15","1"
"12210100","20C","1"
"12210100","36","1"
"12210100","6","1"
"12210100","O","1"
"12210200","15","1"
"12210200","20C","1"
"12210200","36","1"
"12210200","6","1"
"12210200","O","3"
"12210210","15","1"
"12210210","20C","1"
"12210210","36","1"
"12210210","6","1"
"12210210","O","3"
"12210250","10B","1"
"12210250","15","1"
"12210250","19B","1"
"12210250","1A","1"
"12210250","20C","1"
"12210250","36","1"
"12210250","6","1"
"12210250","O","4"
"12210255","10B","1"
"12210255","15","1"
"12210255","19B","1"
"12210255","1A","1"
"12210255","20C","1"
"12210255","36","1"
"12210255","6","1"
"12210255","O","5"
"12210260","15","2"
"12210260","1A","1"
"12210260","36","1"
"12210260","O","1"
"12210270","10B","1"
"12210270","15","1"
"12210270","19B","1"
"12210270","1A","1"
"12210270","36","1"
"12210270","O","5"
"12210305","15","1"
"12210305","20C","1"
"12210305","36","1"
"12210305","6","1"
"12210305","O","3"
"12210310","10B","1"
"12210310","15","1"
"12210310","19B","1"
"12210310","20C","1"
"12210310","36","1"
"12210310","6","1"
"12210310","O","4"
"12210400","14","1"
"12210400","15","1"
"12210400","36","1"
"12210410","15","1"
"12210410","1A","1"
"12210410","20C","1"
"12210410","36","1"
"12210410","6","1"
"12210410","O","1"
"12210420","14","1"
"12210420","15","1"
"12210420","36","1"
"12210430","15","1"
"12210430","1A","1"
"12210430","20C","1"
"12210430","36","1"
"12210430","6","1"
"12210430","O","1"
"12210440","15","1"
"12210440","1A","1"
"12210440","20C","1"
"12210440","36","1"
"12210440","6","1"
"12210440","O","1"
"12210500","15","1"
"12210500","1A","1"
"12210500","20C","1"
"12210500","36","1"
"12210500","6","1"
"12210500","O","1"
"12210505","15","1"
"12210505","1A","1"
"12210505","20C","1"
"12210505","36","1"
"12210505","6","1"
"12210505","O","1"
"12220000","14","1"
"12220000","15","1"
"12220000","1A","1"
"12220000","36","1"
"12220000","O","1"
"12220100","14","1"
"12220100","15","1"
"12220100","1A","1"
"12220100","36","1"
"12220100","O","1"
"12220200","14","1"
"12220200","15","1"
"12220200","1A","1"
"12220200","36","1"
"12220200","O","1"
"12220250","14","1"
"12220250","15","1"
"12220250","1A","1"
"12220250","36","3"
"12220250","6C","1"
"12220250","O","1"
"12220270","14","1"
"12220270","15","1"
"12220270","1A","1"
"12220270","36","3"
"12220270","6C","1"
"12220270","O","1"
"12220280","14","1"
"12220280","15","1"
"12220280","1A","1"
"12220280","36","3"
"12220280","6C","1"
"12220280","O","1"
"12220300","15","1"
"12220300","19B","1"
"12220300","1A","1"
"12220300","36","3"
"12220300","6","1"
"12220300","O","2"
"12220400","14","1"
"12220400","15","3"
"12220400","1C","1"
"12220400","1CD","1"
"12220400","36","1"
"12220400","6","1"
"12220400","O","1"
"12310100","36","3"
"12310100","3B","1"
"12310200","36","3"
"12310300","36","3"
"12310350","36","3"
"12310370","36","3"
"12320100","14","1"
"12320100","15","1"
"12320100","36","1"
"12320200","20C","1"
"12320200","36","3"
"12320200","6","1"
"12350000","1C","3"
"12350000","31","3"
"12350000","36","9"
"12350000","3A","3"
"12350000","6","3"
"12350020","1C","1"
"12350020","31","1"
"12350020","36","3"
"12350020","3A","1"
"12350020","6","1"
"12350100","14","4"
"12350100","15","16"
"12350100","19A","4"
"12350100","19B","2"
"12350100","1A","4"
"12350100","1AB","4"
"12350100","1C","2"
"12350100","1CD","6"
"12350100","22B","4"
"12350100","36","12"
"12350100","3A","4"
"12350100","4A","4"
"12350100","6","4"
"12350100","6A","4"
"12350100","70","4"
"12350100","8B","4"
"12350100","8BC","2"
"12350100","O","12"
"13110000","12A","1"
"13110000","12B","1"
"13110000","13A","1"
"13110000","13B","1"
"13110000","13G","1"
"13110000","15","1"
"13110000","19B","1"
"13110000","1A","1"
"13110000","24B","1"
"13110000","36","3"
"13110000","O","2"
"13110100","12A","1"
"13110100","12B","1"
"13110100","13A","1"
"13110100","13B","1"
"13110100","13G","1"
"13110100","15","1"
"13110100","19B","1"
"13110100","1A","1"
"13110100","24B","1"
"13110100","36","3"
"13110100","O","2"
"13110110","1A","1"
"13110110","36","3"
"13110110","O","2"
"13110120","12A","1"
"13110120","12B","1"
"13110120","13A","1"
"13110120","13B","1"
"13110120","13G","1"
"13110120","15","1"
"13110120","19B","1"
"13110120","1A","1"
"13110120","24B","1"
"13110120","31","1"
"13110120","34","1"
"13110120","36","3"
"13110120","O","2"
"13110130","15","1"
"13110130","1A","1"
"13110130","31","1"
"13110130","34","1"
"13110130","36","3"
"13110130","O","2"
"13110140","12A","1"
"13110140","12B","1"
"13110140","13A","1"
"13110140","13B","1"
"13110140","13G","1"
"13110140","15","1"
"13110140","19B","1"
"13110140","1A","1"
"13110140","24B","1"
"13110140","31","1"
"13110140","34","1"
"13110140","36","3"
"13110140","O","1"
"13110200","12A","1"
"13110200","12B","1"
"13110200","13A","1"
"13110200","13B","1"
"13110200","13G","1"
"13110200","15","1"
"13110200","19B","1"
"13110200","1A","1"
"13110200","24B","1"
"13110200","36","3"
"13110200","O","2"
"13110210","1A","1"
"13110210","36","3"
"13110210","O","2"
"13110220","12A","1"
"13110220","12B","1"
"13110220","13A","1"
"13110220","13B","1"
"13110220","13G","1"
"13110220","15","1"
"13110220","19B","1"
"13110220","1A","1"
"13110220","24B","1"
"13110220","31","1"
"13110220","34","1"
"13110220","36","3"
"13110220","70","1"
"13110220","O","1"
"13110320","12A","1"
"13110320","12B","1"
"13110320","13A","1"
"13110320","13B","1"
"13110320","13G","1"
"13110320","15","1"
"13110320","19B","1"
"13110320","1A","1"
"13110320","24B","1"
"13110320","36","3"
"13110320","O","2"
"13110330","1A","1"
"13110330","36","3"
"13110330","O","2"
"13110400","12A","1"
"13110400","12B","1"
"13110400","13A","1"
"13110400","13B","1"
"13110400","13G","1"
"13110400","14","1"
"13110400","15","1"
"13110400","19B","1"
"13110400","1A","1"
"13110400","24B","1"
"13110400","36","3"
"13110400","O","1"
"13110450","14","1"
"13110450","15","1"
"13110450","1A","1"
"13110450","36","3"
"13110450","O","2"
"13120050","12A","1"
"13120050","12B","1"
"13120050","13A","1"
"13120050","13B","1"
"13120050","13G","1"
"13120050","15","1"
"13120050","19B","1"
"13120050","1A","1"
"13120050","24B","1"
"13120050","36","3"
"13120050","O","1"
"13120100","12A","1"
"13120100","12B","1"
"13120100","13A","1"
"13120100","13B","1"
"13120100","13G","1"
"13120100","14","1"
"13120100","15","7"
"13120100","19B","1"
"13120100","1A","2"
"13120100","1C","1"
"13120100","1CD","1"
"13120100","24B","1"
"13120100","31","1"
"13120100","34","1"
"13120100","36","3"
"13120100","6","2"
"13120100","70","1"
"13120100","O","6"
"13120110","12A","1"
"13120110","12B","1"
"13120110","13A","1"
"13120110","13B","1"
"13120110","13G","1"
"13120110","14","1"
"13120110","15","3"
"13120110","19B","1"
"13120110","1A","2"
"13120110","24B","1"
"13120110","36","3"
"13120110","6","2"
"13120110","70","1"
"13120110","O","7"
"13120120","15","1"
"13120120","1A","1"
"13120120","31","1"
"13120120","34","1"
"13120120","36","3"
"13120120","O","3"
"13120121","12A","1"
"13120121","12B","1"
"13120121","13A","1"
"13120121","13B","1"
"13120121","13G","1"
"13120121","15","1"
"13120121","19B","1"
"13120121","1A","1"
"13120121","24B","1"
"13120121","31","1"
"13120121","34","1"
"13120121","36","3"
"13120121","O","2"
"13120130","12A","1"
"13120130","12B","1"
"13120130","13A","1"
"13120130","13B","1"
"13120130","13G","1"
"13120130","14","1"
"13120130","15","1"
"13120130","19B","1"
"13120130","1A","1"
"13120130","24B","1"
"13120130","31","1"
"13120130","34","1"
"13120130","36","3"
"13120130","O","2"
"13120140","15","1"
"13120140","1A","1"
"13120140","36","3"
"13120140","6","2"
"13120140","70","1"
"13120140","O","3"
"13120300","12A","1"
"13120300","12B","1"
"13120300","13A","1"
"13120300","13B","1"
"13120300","13G","1"
"13120300","15","2"
"13120300","19B","1"
"13120300","1A","1"
"13120300","20C","1"
"13120300","24B","1"
"13120300","36","3"
"13120300","6","2"
"13120300","70","1"
"13120300","O","2"
"13120400","12A","1"
"13120400","12B","1"
"13120400","13A","1"
"13120400","13B","1"
"13120400","13G","1"
"13120400","15","1"
"13120400","19B","1"
"13120400","1A","1"
"13120400","24B","1"
"13120400","36","3"
"13120400","O","1"
"13120500","12A","1"
"13120500","12B","1"
"13120500","13A","1"
"13120500","13B","1"
"13120500","13G","1"
"13120500","15","3"
"13120500","19B","1"
"13120500","1A","1"
"13120500","20A","1"
"13120500","20C","1"
"13120500","24B","1"
"13120500","36","3"
"13120500","6","1"
"13120500","O","2"
"13120550","12A","1"
"13120550","12B","1"
"13120550","13A","1"
"13120550","13B","1"
"13120550","13G","1"
"13120550","15","2"
"13120550","19B","1"
"13120550","1A","1"
"13120550","20C","1"
"13120550","24B","1"
"13120550","36","3"
"13120550","6","1"
"13120550","O","2"
"13120700","12A","1"
"13120700","12B","1"
"13120700","13A","1"
"13120700","13B","1"
"13120700","13G","1"
"13120700","14","1"
"13120700","15","2"
"13120700","19B","1"
"13120700","1A","1"
"13120700","20C","1"
"13120700","24B","1"
"13120700","36","3"
"13120700","6","1"
"13120700","O","1"
"13120710","12A","1"
"13120710","12B","1"
"13120710","13A","1"
"13120710","13B","1"
"13120710","13G","1"
"13120710","14","1"
"13120710","15","2"
"13120710","19B","1"
"13120710","1A","1"
"13120710","20C","1"
"13120710","24B","1"
"13120710","36","3"
"13120710","6","1"
"13120710","O","2"
"13120720","12A","1"
"13120720","12B","1"
"13120720","13A","1"
"13120720","13B","1"
"13120720","13G","1"
"13120720","15","2"
"13120720","19B","1"
"13120720","1A","1"
"13120720","20C","1"
"13120720","24B","1"
"13120720","36","3"
"13120720","6","1"
"13120720","O","2"
"13120730","12A","1"
"13120730","12B","1"
"13120730","13A","1"
"13120730","13B","1"
"13120730","13G","1"
"13120730","15","2"
"13120730","19B","1"
"13120730","1A","1"
"13120730","20C","1"
"13120730","24B","1"
"13120730","36","3"
"13120730","6","1"
"13120730","O","1"
"13120740","12A","1"
"13120740","12B","1"
"13120740","13A","1"
"13120740","13B","1"
"13120740","13G","1"
"13120740","15","2"
"13120740","19B","1"
"13120740","1A","1"
"13120740","20C","1"
"13120740","24B","1"
"13120740","36","3"
"13120740","6","1"
"13120740","O","2"
"13120750","14","1"
"13120750","15","1"
"13120750","1A","1"
"13120750","20C","1"
"13120750","36","3"
"13120750","6","1"
"13120750","O","2"
"13120760","15","2"
"13120760","19B","1"
"13120760","1A","1"
"13120760","20C","1"
"13120760","36","3"
"13120760","6","1"
"13120760","O","2"
"13120770","15","1"
"13120770","1A","1"
"13120770","20C","1"
"13120770","36","3"
"13120770","6","1"
"13120770","O","2"
"13120780","14","1"
"13120780","15","2"
"13120780","19B","1"
"13120780","1A","1"
"13120780","20C","1"
"13120780","36","3"
"13120780","6","1"
"13120780","O","2"
"13120790","12A","1"
"13120790","12B","1"
"13120790","13A","1"
"13120790","13B","1"
"13120790","13G","1"
"13120790","15","2"
"13120790","19B","1"
"13120790","1A","1"
"13120790","20C","1"
"13120790","24B","1"
"13120790","36","3"
"13120790","6","1"
"13120790","O","4"
"13120800","12A","3"
"13120800","12B","3"
"13120800","13A","3"
"13120800","13B","3"
"13120800","13G","3"
"13120800","15","3"
"13120800","19B","3"
"13120800","1A","3"
"13120800","24B","3"
"13120800","36","9"
"13120800","O","3"
"13120810","15","1"
"13120810","1A","1"
"13120810","36","3"
"13120810","O","2"
"13121000","12A","1"
"13121000","12B","1"
"13121000","13A","1"
"13121000","13B","1"
"13121000","13G","1"
"13121000","14","4"
"13121000","15","1"
"13121000","19B","1"
"13121000","1A","1"
"13121000","24B","1"
"13121000","36","3"
"13121000","O","2"
"13121100","12A","1"
"13121100","12B","1"
"13121100","13A","1"
"13121100","13B","1"
"13121100","13G","1"
"13121100","14","4"
"13121100","15","1"
"13121100","19B","1"
"13121100","1A","1"
"13121100","24B","1"
"13121100","36","3"
"13121100","O","2"
"13121200","12A","1"
"13121200","12B","1"
"13121200","13A","1"
"13121200","13B","1"
"13121200","13G","1"
"13121200","15","1"
"13121200","1A","1"
"13121200","24B","1"
"13121200","36","3"
"13121200","6C","1"
"13121200","O","3"
"13121300","12A","1"
"13121300","12B","1"
"13121300","13A","1"
"13121300","13B","1"
"13121300","13G","1"
"13121300","14","4"
"13121300","15","1"
"13121300","19B","1"
"13121300","1A","1"
"13121300","24B","1"
"13121300","36","3"
"13121300","O","3"
"13121400","14","5"
"13121400","15","1"
"13121400","19B","1"
"13121400","1A","1"
"13121400","36","3"
"13121400","O","3"
"13121500","12A","1"
"13121500","12B","1"
"13121500","13A","1"
"13121500","13B","1"
"13121500","13G","1"
"13121500","15","2"
"13121500","19B","1"
"13121500","1A","1"
"13121500","20C","1"
"13121500","24B","1"
"13121500","36","3"
"13121500","6","1"
"13121500","70","1"
"13121500","O","2"
"13122100","12A","1"
"13122100","12B","1"
"13122100","13A","1"
"13122100","13B","1"
"13122100","13G","1"
"13122100","15","1"
"13122100","19B","1"
"13122100","1A","1"
"13122100","24B","1"
"13122100","36","3"
"13122100","O","1"
"13122500","12A","1"
"13122500","12B","1"
"13122500","13A","1"
"13122500","13B","1"
"13122500","13G","1"
"13122500","14","1"
"13122500","15","4"
"13122500","19B","1"
"13122500","1A","1"
"13122500","20A","1"
"13122500","20B","2"
"13122500","20C","1"
"13122500","24B","1"
"13122500","36","3"
"13122500","6","1"
"13122500","O","4"
"13124100","10A","2"
"13124100","10B","2"
"13124100","10C","1"
"13124100","11","2"
"13124100","12A","2"
"13124100","12B","2"
"13124100","13A","4"
"13124100","13B","1"
"13124100","13DF","1"
"13124100","13G","2"
"13124100","13GH","1"
"13124100","15","1"
"13124100","19B","1"
"13124100","1A","1"
"13124100","24B","2"
"13124100","24C","1"
"13124100","24E","1"
"13124100","31","1"
"13124100","34","1"
"13124100","36","3"
"13124100","70","1"
"13124100","O","1"
"13125100","10A","1"
"13125100","12A","1"
"13125100","12B","1"
