"MEDICAMENTOA","MEDICAMENTOB","WEIGHT"
"12","1205","1"
"49","65","4"
"2067","3038","1"
"14","1146","1"
"40","346","2"
"10","1278","1"
"31","628","1"
"40","349","4"
"46","165","1"
"31","631","4"
"2","1453","1"
"44","227","1"
"28","721","1"
"2082","2580","1"
"40","357","1"
"43","262","2"
"20","979","1"
"43","246","2"
"50","51","3"
"50","52","6"
"50","53","6"
"6193","6229","1"
"50","55","2"
"50","56","3"
"20","987","2"
"10","1292","1"
"31","120","1"
"20","990","1"
"13","1208","1"
"40","372","4"
"31","57","1"
"40","364","3"
"10","1305","1"
"40","376","3"
"37","470","12"
"50","68","1"
"11","1278","1"
"46","191","5"
"33","595","1"
"33","596","1"
"31","662","1"
"27","787","1"
"10","1294","1"
"31","650","1"
"40","377","2"
"46","202","1"
"31","667","1"
"30","685","1"
"33","553","1"
"31","418","2"
"35","548","1"
"51","53","3"
"27","777","2"
"30","706","1"
"2067","2631","1"
"39","414","1"
"50","89","5"
"50","90","2"
"51","60","4"
"46","216","1"
"2022","4494","1"
"33","620","2"
"26","836","1"
"31","685","2"
"4093","5835","2"
"38","470","1"
"51","68","2"
"51","69","7"
"44","287","1"
"51","71","2"
"29","754","1"
"51","73","3"
"33","629","1"
"31","692","1"
"29","758","4"
"44","294","1"
"51","77","4"
"14","1223","1"
"51","80","3"
"13","1259","1"
"35","577","3"
"40","421","1"
"44","291","1"
"24","921","1"
"51","76","8"
"52","56","1"
"35","578","3"
"51","89","6"
"52","53","5"
"2067","3125","2"
"31","712","1"
"26","868","1"
"51","94","8"
"2082","2235","2"
"12","1305","1"
"27","840","1"
"50","129","1"
"51","99","6"
"52","68","1"
"31","721","1"
"33","659","2"
"50","131","1"
"14","1251","1"
"12","1278","1"
"51","96","8"
"28","810","1"
"44","325","1"
"35","595","1"
"6","1502","2"
"49","173","1"
"14","1231","1"
"51","98","2"
"11","1353","1"
"52","83","1"
"23","981","1"
"2","1600","1"
"53","56","2"
"51","119","13"
"43","367","1"
"52","89","4"
"3987","9178","1"
"51","123","5"
"46","278","2"
"50","153","2"
"31","746","1"
"30","777","3"
"1811","11103","1"
"51","129","5"
"33","688","1"
"51","131","4"
"14","1278","1"
"51","133","4"
"12278","14312","1"
"31","755","1"
"51","136","7"
"27","881","1"
"51","138","1"
"51","139","1"
"51","140","16"
"51","141","14"
"51","142","12"
"20","1103","1"
"51","144","10"
"12","1353","1"
"14","1293","1"
"27","890","1"
"24","979","1"
"51","143","7"
"49","191","1"
"2094","2354","2"
"53","90","2"
"31","773","1"
"51","154","4"
"51","155","2"
"51","156","2"
"31","777","4"
"49","192","1"
"1997","5314","1"
"40","498","2"
"53","89","3"
"52","131","1"
"51","162","1"
"52","133","6"
"50","195","1"
"20","1036","1"
"31","787","2"
"51","147","3"
"14","1316","3"
"2","1689","1"
"51","170","3"
"51","172","5"
"2","1647","1"
"51","164","6"
"20","1135","3"
"40","502","2"
"51","177","2"
"51","178","1"
"51","158","1"
"51","180","2"
"53","119","1"
"20","1143","1"
"20","1144","1"
"29","866","1"
"26","399","2"
"29","868","1"
"51","186","14"
"40","528","1"
"2094","2392","1"
"20","1151","1"
"20","1152","1"
"1999","5339","1"
"33","751","3"
"51","194","1"
"33","753","4"
"33","754","1"
"30","728","1"
"51","195","2"
"14","1345","1"
"2","1719","1"
"51","201","1"
"36","646","1"
"52","81","1"
"40","539","1"
"5916","14920","1"
"44","345","1"
"31","124","1"
"20","1141","2"
"2","1728","2"
"46","364","2"
"17","1264","1"
"48","239","1"
"2","1729","1"
"14","1361","1"
"55","90","1"
"51","216","26"
"31","836","1"
"51","218","20"
"33","777","3"
"51","220","2"
"31","840","1"
"33","774","1"
"56","68","1"
"31","753","2"
"12","1419","1"
"51","90","1"
"30","787","2"
"36","573","1"
"33","787","2"
"30","881","1"
"33","779","1"
"40","573","2"
"5854","16948","4"
"53","172","1"
"27","979","1"
"51","235","3"
"5854","16949","4"
"53","173","1"
"2016","4584","1"
"52","154","2"
"5854","16950","4"
"51","242","4"
"13","1420","1"
"29","926","1"
"56","89","2"
"33","633","1"
"43","467","8"
"51","248","4"
"31","868","1"
"44","467","1"
"57","65","1"
"40","590","1"
"55","129","1"
"2093","2482","1"
"25","995","1"
"40","597","1"
"4116","5314","1"
"14","1405","1"
"18","462","1"
"40","598","1"
"51","261","5"
"31","881","4"
"2013","4977","1"
"2013","4978","1"
"2013","4979","1"
"29","948","1"
"51","267","6"
"51","268","1"
"2087","2689","1"
"18","1293","2"
"33","829","1"
"35","677","1"
"52","242","1"
"14","1421","2"
"33","767","1"
"57","90","1"
"52","246","1"
"2","1797","1"
"24","1116","1"
"44","497","1"
"36","745","1"
"33","840","1"
"51","282","1"
"51","263","1"
"51","264","1"
"56","131","1"
"51","287","1"
"20","1248","1"
"36","751","1"
"40","628","1"
"51","270","1"
"26","742","1"
"24","569","1"
"51","294","2"
"40","635","1"
"48","136","1"
"51","66","2"
"51","298","1"
"24","1135","1"
"31","920","1"
"31","921","2"
"2","1820","1"
"33","861","1"
"43","399","4"
"40","646","3"
"51","306","1"
"33","865","2"
"24","1144","2"
"24","1143","1"
"40","650","2"
"40","399","3"
"5799","18722","1"
"1723","13912","1"
"49","376","1"
"40","656","1"
"20","1267","2"
"15","1262","1"
"27","1062","1"
"14","1466","2"
"14","1467","2"
"43","563","2"
"52","60","2"
"33","881","3"
"57","138","1"
"51","325","6"
"14","1472","1"
"27","251","3"
"30","979","1"
"44","546","1"
"57","144","4"
"24","1165","1"
"40","43","2"
"50","364","1"
"31","948","1"
"51","335","2"
"33","891","1"
"33","895","1"
"33","896","1"
"14","1420","1"
"50","371","1"
"57","89","10"
"40","563","1"
"60","64","2"
"60","65","10"
"20","1305","1"
"51","346","5"
"60","68","3"
"60","69","8"
"51","349","4"
"14","1497","2"
"1453","22334","1"
"60","73","1"
"4051","7425","1"
"2","1873","1"
"60","75","1"
"60","76","10"
"60","77","4"
"57","162","1"
"31","979","1"
"51","360","13"
"14","1508","1"
"60","80","2"
"33","921","1"
"3850","13666","2"
"51","364","4"
"51","366","2"
"51","367","4"
"3850","13665","1"
"44","586","1"
"31","990","3"
"60","89","1"
"51","372","3"
"14","1520","1"
"31","993","1"
"60","96","4"
"60","94","8"
"60","97","1"
"51","378","3"
"3850","13667","2"
"12","1589","1"
"51","375","2"
"44","599","1"
"44","600","1"
"60","102","3"
"33","940","1"
"31","1006","2"
"60","87","1"
"60","81","9"
"60","82","8"
"60","90","2"
"38","563","1"
"43","640","1"
"20","1354","1"
"51","118","2"
"52","364","2"
"36","608","1"
"27","1141","1"
"60","119","1"
"51","399","3"
"60","120","2"
"48","491","1"
"52","371","1"
"60","123","2"
"51","404","2"
"57","216","4"
"2","1925","1"
"51","176","1"
"51","408","3"
"6","1804","1"
"31","1030","1"
"40","751","1"
"60","133","5"
"40","754","3"
"51","414","2"
"51","415","7"
"60","136","1"
"52","383","1"
"51","418","2"
"16293","21202","1"
"3850","13717","1"
"33","979","1"
"51","422","3"
"60","143","2"
"49","486","1"
"51","425","1"
"31","1046","2"
"36","889","1"
"28","1141","1"
"33","987","2"
"51","430","6"
"27","1175","1"
"36","894","1"
"51","427","4"
"60","155","8"
"14","1579","1"
"57","229","1"
"40","763","1"
"51","417","2"
"60","154","3"
"30","1088","1"
"60","162","3"
"31","1062","1"
"13","1615","1"
"60","165","2"
"52","399","1"
"51","146","1"
"40","773","1"
"36","898","1"
"28","216","4"
"12","1224","4"
"51","451","3"
"44","668","1"
"2006","5339","1"
"25","1260","1"
"51","455","1"
"60","176","1"
"33","924","1"
"60","179","1"
"31","728","1"
"20","1421","1"
"9799","25518","1"
"51","462","6"
"48","366","1"
"31","1074","1"
"12","1674","5"
"60","186","3"
"60","173","1"
"64","65","2"
"51","469","19"
"60","191","4"
"64","68","4"
"64","69","1"
"7965","16293","1"
"2103","2392","1"
"33","1033","1"
"51","476","7"
"2","1996","1"
"31","1007","2"
"60","200","2"
"60","201","1"
"60","202","1"
"29","1164","2"
"31","1103","1"
"26","1249","1"
"18","1508","1"
"31","830","1"
"40","800","1"
"33","1040","1"
"44","430","1"
"30","1141","1"
"44","708","2"
"43","635","2"
"51","493","4"
"60","187","1"
"60","216","7"
"60","217","3"
"64","94","2"
"60","219","1"
"40","762","1"
"1976","6361","1"
"65","66","2"
"65","68","5"
"2","2022","1"
"64","101","2"
"51","495","2"
"60","227","2"
"50","538","2"
"46","662","1"
"14","990","1"
"65","76","5"
"50","542","1"
"65","77","3"
"2","2029","1"
"65","80","1"
"14","1647","1"
"36","981","2"
"24","1354","1"
"51","518","1"
"56","364","1"
"4093","6290","2"
"31","1141","2"
"31","1142","1"
"31","1143","1"
"35","1020","1"
"51","519","3"
"31","1146","1"
"60","242","3"
"65","94","9"
"20","1487","1"
"60","248","3"
"4069","7039","1"
"60","253","3"
"65","99","2"
"44","751","1"
"28","1248","1"
"44","753","1"
"60","243","1"
"46","687","1"
"60","239","3"
"60","261","2"
"20","1502","1"
"14","1689","1"
"60","264","14"
"51","544","1"
"20","1506","1"
"60","267","4"
"66","76","2"
"1853","10222","1"
"1853","10223","1"
"1853","10224","1"
"13","1729","1"
"65","90","3"
"65","119","4"
"44","750","1"
"20","1501","1"
"31","1176","1"
"11","1797","1"
"20","1519","1"
"50","590","4"
"1996","5798","1"
"51","558","4"
"65","118","1"
"2","2082","11"
"2","2083","4"
"64","162","1"
"51","563","3"
"6","1962","1"
"65","133","2"
"52","538","2"
"65","136","1"
"2","2087","1"
"65","138","1"
"52","542","1"
"65","140","1"
"65","141","1"
"65","142","1"
"65","143","2"
"65","144","3"
"30","1175","1"
"14","1721","3"
"29","1263","1"
"65","147","4"
"33","1141","1"
"2","2067","4"
"33","1143","1"
"33","1144","1"
"57","401","1"
"66","120","2"
"65","155","4"
"33","1145","3"
"60","312","2"
"1955","7103","1"
"66","125","1"
"57","408","2"
"33","1152","1"
"68","69","6"
"14","1729","1"
"66","133","1"
"66","119","3"
"33","1158","2"
"50","631","1"
"60","323","1"
"68","76","8"
"68","77","3"
"68","78","1"
"64","188","2"
"53","542","1"
"66","143","2"
"65","175","1"
"51","607","1"
"2","2130","1"
"66","147","4"
"15","1729","2"
"68","84","1"
"60","335","3"
"68","89","2"
"51","539","4"
"10","1853","2"
"27","1353","1"
"51","620","3"
"68","94","10"
"51","621","3"
"68","90","2"
"52","590","4"
"60","346","3"
"31","1231","1"
"51","617","3"
"60","349","7"
"60","350","1"
"65","195","1"
"51","631","3"
"4146","4693","1"
"60","218","3"
"51","628","2"
"60","251","2"
"60","357","1"
"1918","8296","1"
"64","220","1"
"2","2158","1"
"51","640","2"
"40","981","3"
"66","174","1"
"66","175","1"
"33","1196","1"
"60","366","2"
"60","367","1"
"68","119","3"
"69","89","4"
"40","990","1"
"65","216","6"
"68","123","5"
"69","94","6"
"53","590","3"
"60","372","5"
"68","125","2"
"51","656","2"
"43","905","1"
"68","131","2"
"68","129","5"
"60","381","4"
"68","133","5"
"68","120","1"
"51","657","3"
"36","1128","2"
"68","138","1"
"66","195","4"
"65","218","2"
"68","126","1"
"68","136","2"
"26","1292","1"
"68","144","6"
"70","83","1"
"43","921","1"
"31","1293","1"
"1729","14192","1"
"14","1820","3"
"51","667","1"
"31","1292","1"
"66","136","1"
"60","401","1"
"60","402","1"
"65","248","5"
"60","376","1"
"69","123","5"
"51","685","1"
"36","1151","1"
"65","253","1"
"60","408","4"
"20","1647","1"
"33","1248","1"
"69","133","4"
"68","164","3"
"56","538","1"
"30","1345","1"
"66","164","1"
"65","262","1"
"69","129","2"
"60","418","4"
"68","172","2"
"60","421","1"
"60","412","1"
"69","144","11"
"68","176","2"
"60","419","1"
"6","2094","1"
"25","1421","1"
"69","149","2"
"69","150","1"
"2","2228","1"
"27","1453","1"
"51","708","2"
"71","89","1"
"12","1919","1"
"68","166","1"
"2","2044","1"
"4165","4226","1"
"30","1353","1"
"71","98","1"
"2","2238","1"
"33","1278","1"
"27","1464","1"
"51","722","1"
"68","195","1"
"69","166","2"
"51","725","10"
"46","881","1"
"65","173","2"
"51","728","1"
"64","325","1"
"12","1939","1"
"11","1971","1"
"68","205","1"
"31","1353","1"
"12","1943","1"
"33","1238","1"
"51","736","1"
"51","566","3"
"20","1579","1"
"64","165","1"
"2044","4472","1"
"60","462","10"
"69","118","1"
"68","216","11"
"66","279","1"
"56","590","2"
"31","1365","2"
"68","220","2"
"51","745","3"
"51","746","2"
"68","118","1"
"68","218","1"
"51","749","1"
"51","753","5"
"51","754","1"
"31","1320","1"
"71","136","1"
"6","2151","1"
"73","76","6"
"65","325","1"
"65","326","5"
"60","482","3"
"73","80","1"
"69","205","2"
"60","485","1"
"68","235","3"
"69","202","1"
"20","1728","1"
"29","1450","2"
"50","800","1"
"30","1421","1"
"20","1729","1"
"2108","2535","1"
"51","773","2"
"60","495","1"
"68","248","4"
"68","243","3"
"51","777","4"
"10","2048","1"
"68","251","1"
"60","498","2"
"73","99","4"
"66","317","1"
"73","100","1"
"64","378","1"
"65","120","2"
"57","600","1"
"69","219","2"
"65","344","1"
"68","262","4"
"71","170","1"
"60","512","1"
"65","357","1"
"69","235","1"
"68","267","4"
"74","82","1"
"74","83","1"
"69","239","1"
"74","85","1"
"60","520","4"
"71","180","2"
"66","335","1"
"30","1453","1"
"69","245","1"
"2067","3841","1"
"73","123","2"
"65","372","4"
"73","125","7"
"11","2048","1"
"69","248","5"
"40","980","1"
"69","253","4"
"65","378","1"
"6","2103","1"
"51","759","2"
"14","1962","1"
"53","754","1"
"46","972","3"
"6","2158","1"
"30","1464","1"
"73","138","1"
"64","418","1"
"73","140","2"
"73","141","2"
"73","142","2"
"73","143","1"
"68","298","1"
"73","145","2"
"69","267","4"
"65","367","2"
"73","133","1"
"74","118","1"
"52","800","1"
"60","553","1"
"68","306","1"
"68","253","2"
"17644","45277","1"
"73","155","1"
"46","993","1"
"60","559","3"
"60","558","2"
"69","283","2"
"65","402","1"
"65","408","2"
"73","162","1"
"69","287","1"
"74","133","1"
"60","502","2"
"60","569","2"
"65","412","1"
"20","1811","1"
"20","1797","1"
"60","573","3"
"76","77","10"
"57","668","1"
"76","80","8"
"46","990","1"
"2","2376","1"
"68","325","3"
"20","1820","2"
"73","177","2"
"66","368","2"
"68","335","1"
"76","82","2"
"76","89","2"
"1829","11277","1"
"51","866","1"
"2118","2316","1"
"74","155","1"
"74","156","1"
"76","94","6"
"51","868","2"
"68","345","2"
"68","346","3"
"31","1494","1"
"60","518","1"
"76","98","2"
"74","164","1"
"73","195","3"
"66","414","2"
"65","418","3"
"2","2400","1"
"35","1378","1"
"14","2029","1"
"69","323","1"
"51","840","1"
"20","1847","2"
"77","80","7"
"31","1508","1"
"13","2067","1"
"4148","4955","2"
"68","364","3"
"31","1506","1"
"20","1853","5"
"76","119","12"
"76","84","1"
"51","896","1"
"52","865","1"
"68","326","1"
"35","1395","1"
"77","94","5"
"30","1552","1"
"14","2048","1"
"2","2422","1"
"76","129","7"
"51","905","1"
"68","378","3"
"69","346","4"
"12","2117","3"
"76","134","1"
"2","2428","1"
"77","99","1"
"20","1873","1"
"76","138","3"
"76","133","12"
"2","2424","1"
"69","358","1"
"35","1413","2"
"35","1414","1"
"35","1415","1"
"35","1416","1"
"76","145","3"
"60","640","1"
"60","641","4"
"51","921","4"
"69","367","2"
"51","926","1"
"60","645","1"
"53","866","1"
"76","144","19"
"76","154","1"
"78","94","1"
"76","147","10"
"53","868","1"
"77","118","1"
"77","129","5"
"76","155","3"
"76","162","5"
"12","2147","2"
"77","133","8"
"69","372","4"
"68","414","1"
"68","349","1"
"73","261","2"
"68","417","1"
"44","1152","1"
"2","2465","1"
"60","667","3"
"2108","2689","1"
"76","174","1"
"77","144","6"
"76","176","1"
"68","404","1"
"77","147","5"
"65","520","4"
"76","180","1"
"76","126","2"
"68","430","8"
"20","1919","1"
"49","1018","1"
"75","216","1"
"33","1519","1"
"76","172","1"
"20","1918","1"
"68","427","1"
"73","247","1"
"60","687","10"
"71","346","1"
"60","653","1"
"76","188","1"
"75","181","1"
"69","413","3"
"69","414","2"
"70","383","1"
"75","227","1"
"77","154","1"
"64","573","1"
"76","202","1"
"27","1722","1"
"77","172","4"
"80","81","2"
"71","360","1"
"69","418","1"
"73","298","1"
"20","1944","1"
"2","2489","1"
"75","242","1"
"51","987","2"
"70","399","1"
"53","926","1"
"76","205","1"
"1853","10665","1"
"78","155","2"
"80","94","5"
"65","559","1"
"60","716","1"
"78","144","2"
"68","425","1"
"80","99","5"
"66","519","2"
"29","1682","4"
"78","164","1"
"60","722","1"
"51","1002","1"
"14","2130","1"
"66","462","1"
"76","216","8"
"51","992","1"
"44","1224","1"
"51","943","2"
"76","235","1"
"14","2158","1"
"68","482","1"
"68","486","1"
"75","267","1"
"76","195","1"
"6","2408","1"
"76","242","4"
"80","119","5"
"76","243","3"
"76","245","1"
"76","246","1"
"80","123","3"
"76","248","6"
"81","94","2"
"80","126","1"
"81","96","4"
"77","220","2"
"14","2175","1"
"76","253","5"
"60","750","1"
"77","134","3"
"80","133","6"
"80","134","2"
"60","755","8"
"68","372","6"
"12","2235","1"
"80","138","1"
"71","418","1"
"80","140","3"
"80","141","2"
"80","142","2"
"80","143","3"
"76","267","9"
"64","641","2"
"76","264","2"
"80","144","5"
"77","235","4"
"74","335","1"
"80","150","2"
"80","145","6"
"80","149","2"
"60","763","1"
"78","216","1"
"80","155","2"
"60","773","3"
"82","94","7"
"4093","6827","7"
"77","251","3"
"69","486","1"
"77","254","1"
"17","2094","1"
"82","98","1"
"82","96","1"
"65","630","1"
"68","538","1"
"60","787","3"
"77","216","2"
"60","786","1"
"77","248","2"
"51","979","2"
"30","1722","1"
"71","451","1"
"77","267","7"
"65","640","1"
"77","268","2"
"80","177","1"
"83","85","1"
"80","178","1"
"69","518","1"
"10","2351","1"
"14","2228","1"
"60","800","1"
"77","262","5"
"24","1918","1"
"81","155","1"
"80","187","1"
"68","559","1"
"74","375","1"
"71","469","1"
"80","191","1"
"68","558","2"
"82","131","1"
"69","364","4"
"81","164","1"
"51","1095","1"
"73","414","1"
"68","570","1"
"51","1088","1"
"68","572","1"
"80","201","1"
"68","573","5"
"65","667","3"
"1955","7612","4"
"80","195","2"
"77","298","1"
"51","1106","1"
"69","528","1"
"82","147","2"
"31","1729","2"
"83","118","1"
"76","335","3"
"11","2351","1"
"77","306","1"
"2","2497","1"
"82","154","4"
"82","155","4"
"81","187","1"
"82","156","1"
"80","220","1"
"68","590","2"
"81","191","1"
"40","1435","1"
"14","2264","1"
"76","349","6"
"83","133","1"
"82","164","1"
"24","1919","1"
"76","262","8"
"52","1098","1"
"80","216","2"
"69","573","7"
"77","325","3"
"76","357","1"
"20","2067","1"
"18","2158","1"
"76","325","4"
"76","131","9"
"66","667","1"
"76","364","2"
"82","179","2"
"74","428","1"
"80","243","3"
"76","367","10"
"80","242","2"
"51","1144","1"
"75","401","1"
"80","248","7"
"76","372","13"
"31","1768","2"
"81","220","1"
"76","376","5"
"80","253","3"
"68","620","5"
"77","348","1"
"65","721","2"
"80","254","1"
"64","751","3"
"85","94","5"
"31","1674","1"
"80","261","2"
"27","1884","1"
"74","449","1"
"77","357","1"
"68","627","1"
"20","2126","1"
"80","267","10"
"84","144","2"
"68","641","2"
"20","2120","1"
"33","1728","1"
"80","251","4"
"85","118","1"
"81","243","1"
"76","399","3"
"60","896","1"
"77","367","5"
"82","216","3"
"81","248","2"
"51","1179","1"
"77","364","3"
"82","217","1"
"78","345","1"
"80","284","1"
"81","253","3"
"60","905","1"
"78","346","1"
"85","133","2"
"12","2391","2"
"68","656","1"
"77","378","2"
"82","224","1"
"76","402","1"
"80","294","1"
"75","444","1"
"76","420","4"
"82","144","5"
"84","171","1"
"20","2158","1"
"69","641","2"
"60","921","9"
"74","487","1"
"82","238","1"
"14","2347","1"
"14","2351","1"
"65","750","1"
"76","425","1"
"65","773","1"
"53","1146","1"
"60","930","1"
"77","404","1"
"74","498","1"
"76","434","1"
"65","751","1"
"81","284","1"
"68","667","2"
"76","251","3"
"78","377","1"
"77","402","1"
"68","692","3"
"77","414","1"
"80","286","1"
"24","2059","1"
"82","261","1"
"81","294","1"
"11","2465","1"
"77","420","1"
"1825","11559","1"
"78","286","1"
"68","657","4"
"51","1152","6"
"77","425","1"
"60","952","2"
"77","372","5"
"80","335","2"
"68","708","1"
"77","430","4"
"76","462","1"
"69","427","2"
"84","216","3"
"76","165","1"
"60","809","1"
"69","678","1"
"2011","5974","1"
"65","620","3"
"78","408","2"
"51","1246","2"
"85","165","1"
"31","1868","1"
"68","602","2"
"51","1250","1"
"2059","4539","1"
"69","628","1"
"14","2400","1"
"78","417","1"
"44","1462","1"
"31","1873","1"
"76","482","3"
"76","417","1"
"40","1600","1"
"46","1405","3"
"78","253","1"
"33","1820","1"
"51","1263","1"
"86","179","2"
"50","1176","1"
"80","367","5"
"78","430","1"
"10329","10330","1"
"27","2013","1"
"60","990","7"
"80","372","10"
"10329","10334","1"
"10329","10332","1"
"10329","10333","1"
"14","2422","1"
"86","191","25"
"89","98","1"
"68","751","1"
"10329","10331","1"
"68","753","3"
"86","196","2"
"40","1623","1"
"60","1004","2"
"24","2120","1"
